event_group	event_name	display_name	property	trigger_steps	trigger_url	login_state	event_property_groups	custom_event_properties	trigger_identify_call	expected_traits	source	destinations	automatable	test_notes	description	audit_status	audit_date	audit_notes
company	company_funding_usd	company_funding_usd	inc42	Sign in | open Profile | fill Company Name, Website, Sector, Type | save | inspect identify()	https://inc42.com/profile/	logged-in	company	company_funding_usd:string	Yes	company_funding_usd = CRM enrichment that exists only in Customer.io. Decide whether it belongs in the unified spec at all.	web | backend	customerio	auto	Media CIO 98% ; Newly found by audit ; Live sample values: 0 (98% - mostly zero, so 98% coverage is misleading)	CRM enrichment that exists only in Customer.io. Decide whether it belongs in the unified spec at all.	NOT SURE	2026-09-07	Current: Customer.io: company_funding_usd -> Expected: company_funding_usd | CRM enrichment that exists only in Customer.io. Decide whether it belongs in the unified spec at all.
company	company_revenue_fy	company_revenue_fy	inc42	Sign in | open Profile | fill Company Name, Website, Sector, Type | save | inspect identify()	https://inc42.com/profile/	logged-in	company	company_revenue_fy:string	Yes	company_revenue_fy = CRM enrichment that exists only in Customer.io. Decide whether it belongs in the unified spec at all.	web | backend	customerio	auto	Media CIO 9% ; Newly found by audit ; Live sample values: NOT SAMPLED - Customer.io-only and absent from the profile checked; open a profile that has it to confirm	CRM enrichment that exists only in Customer.io. Decide whether it belongs in the unified spec at all.	NOT SURE	2026-09-07	Current: Customer.io: company_revenue_fy -> Expected: company_revenue_fy | CRM enrichment that exists only in Customer.io. Decide whether it belongs in the unified spec at all.
company	company_stage	company_stage	inc42	Sign in | open Profile | fill Company Name, Website, Sector, Type | save | inspect identify()	https://inc42.com/profile/	logged-in	company	company_stage:string	Yes	company_stage = CRM enrichment that exists only in Customer.io. Decide whether it belongs in the unified spec at all.	web | backend	customerio	auto	Media CIO 10% ; Newly found by audit ; Live sample values: NOT SAMPLED - Customer.io-only and absent from the profile checked; open a profile that has it to confirm	CRM enrichment that exists only in Customer.io. Decide whether it belongs in the unified spec at all.	NOT SURE	2026-09-07	Current: Customer.io: company_stage -> Expected: company_stage | CRM enrichment that exists only in Customer.io. Decide whether it belongs in the unified spec at all.
company	is_investor	is_investor	inc42	Sign in | open Profile | fill Company Name, Website, Sector, Type | save | inspect identify()	https://inc42.com/profile/	logged-in	company	is_investor:string	Yes	is_investor = CRM enrichment that exists only in Customer.io. Decide whether it belongs in the unified spec at all.	web | backend	customerio	auto	Media CIO 98% ; Newly found by audit ; Live sample values: false (98% of CIO profiles)	CRM enrichment that exists only in Customer.io. Decide whether it belongs in the unified spec at all.	NOT SURE	2026-09-07	Current: Customer.io: is_investor -> Expected: is_investor | CRM enrichment that exists only in Customer.io. Decide whether it belongs in the unified spec at all.
crm_enrichment	crm_reach_tier	crm_reach_tier	inc42	Observation only - written by bulk import into Customer.io Media, not by any product action		n/a	crm	crm_reach_tier:string	No	crm_reach_tier = CRM enrichment that exists only in Customer.io. Decide whether it belongs in the unified spec at all.	backend	customerio	observe	Media CIO 53% ; Newly found by audit ; Live sample values: NOT SAMPLED - Customer.io-only and absent from the profile checked; open a profile that has it to confirm	CRM enrichment that exists only in Customer.io. Decide whether it belongs in the unified spec at all.	NOT SURE	2026-09-07	Current: Customer.io: crm_reach_tier -> Expected: crm_reach_tier | CRM enrichment that exists only in Customer.io. Decide whether it belongs in the unified spec at all.
crm_enrichment	engagement_score	engagement_score	inc42	Observation only - written by bulk import into Customer.io Media, not by any product action		n/a	crm	engagement_score:string	No	engagement_score = CRM enrichment that exists only in Customer.io. Decide whether it belongs in the unified spec at all.	backend	customerio	observe	Media CIO 98% ; Newly found by audit ; Live sample values: 33.3 (numeric 0-100, 98% of CIO profiles)	CRM enrichment that exists only in Customer.io. Decide whether it belongs in the unified spec at all.	NOT SURE	2026-09-07	Current: Customer.io: engagement_score -> Expected: engagement_score | CRM enrichment that exists only in Customer.io. Decide whether it belongs in the unified spec at all.
crm_enrichment	engagement_tier	engagement_tier	inc42	Observation only - written by bulk import into Customer.io Media, not by any product action		n/a	crm	engagement_tier:string	No	engagement_tier = CRM enrichment that exists only in Customer.io. Decide whether it belongs in the unified spec at all.	backend	customerio	observe	Media CIO 95% ; Newly found by audit ; Live sample values: hot (95% of CIO profiles)	CRM enrichment that exists only in Customer.io. Decide whether it belongs in the unified spec at all.	NOT SURE	2026-09-07	Current: Customer.io: engagement_tier -> Expected: engagement_tier | CRM enrichment that exists only in Customer.io. Decide whether it belongs in the unified spec at all.
crm_enrichment	membership_orders_count	membership_orders_count	inc42	Observation only - written by bulk import into Customer.io Media, not by any product action		n/a	crm	membership_orders_count:string	No	membership_orders_count = CRM enrichment that exists only in Customer.io. Decide whether it belongs in the unified spec at all.	backend	customerio	observe	Media CIO 98% ; Newly found by audit ; Live sample values: 0 (98%)	CRM enrichment that exists only in Customer.io. Decide whether it belongs in the unified spec at all.	NOT SURE	2026-09-07	Current: Customer.io: membership_orders_count -> Expected: membership_orders_count | CRM enrichment that exists only in Customer.io. Decide whether it belongs in the unified spec at all.
crm_enrichment	net_ltv_inr	net_ltv_inr	inc42	Observation only - written by bulk import into Customer.io Media, not by any product action		n/a	crm	net_ltv_inr:string	No	net_ltv_inr = CRM enrichment that exists only in Customer.io. Decide whether it belongs in the unified spec at all.	backend	customerio	observe	Media CIO 98% ; Newly found by audit ; Live sample values: 0 (98% of CIO profiles)	CRM enrichment that exists only in Customer.io. Decide whether it belongs in the unified spec at all.	NOT SURE	2026-09-07	Current: Customer.io: net_ltv_inr -> Expected: net_ltv_inr | CRM enrichment that exists only in Customer.io. Decide whether it belongs in the unified spec at all.
crm_enrichment	nonpaid_score	nonpaid_score	inc42	Observation only - written by bulk import into Customer.io Media, not by any product action		n/a	crm	nonpaid_score:string	No	nonpaid_score = CRM enrichment that exists only in Customer.io. Decide whether it belongs in the unified spec at all.	backend	customerio	observe	Media CIO 98% ; Newly found by audit ; Live sample values: 100 (0-100 scale, 98%)	CRM enrichment that exists only in Customer.io. Decide whether it belongs in the unified spec at all.	NOT SURE	2026-09-07	Current: Customer.io: nonpaid_score -> Expected: nonpaid_score | CRM enrichment that exists only in Customer.io. Decide whether it belongs in the unified spec at all.
crm_enrichment	paid_events_count	paid_events_count	inc42	Observation only - written by bulk import into Customer.io Media, not by any product action		n/a	crm	paid_events_count:string	No	paid_events_count = CRM enrichment that exists only in Customer.io. Decide whether it belongs in the unified spec at all.	backend	customerio	observe	Media CIO 98% ; Newly found by audit ; Live sample values: 0 (98%)	CRM enrichment that exists only in Customer.io. Decide whether it belongs in the unified spec at all.	NOT SURE	2026-09-07	Current: Customer.io: paid_events_count -> Expected: paid_events_count | CRM enrichment that exists only in Customer.io. Decide whether it belongs in the unified spec at all.
crm_enrichment	paid_score	paid_score	inc42	Observation only - written by bulk import into Customer.io Media, not by any product action		n/a	crm	paid_score:string	No	paid_score = CRM enrichment that exists only in Customer.io. Decide whether it belongs in the unified spec at all.	backend	customerio	observe	Media CIO 98% ; Newly found by audit ; Live sample values: 0 (0-100 scale, 98%)	CRM enrichment that exists only in Customer.io. Decide whether it belongs in the unified spec at all.	NOT SURE	2026-09-07	Current: Customer.io: paid_score -> Expected: paid_score | CRM enrichment that exists only in Customer.io. Decide whether it belongs in the unified spec at all.
identity	phone	phone	inc42	Open the registration modal | fill Full Name, Email, Phone | submit | inspect the identify() payload in the network tab	https://inc42.com	logged-out	user	phone:string	Yes	phone = Low volume duplicate of a field we already keep. Owner to confirm before delete.	web | backend	customerio	auto	Media CIO <1% ; Newly found by audit ; Live sample values: NOT SAMPLED - Customer.io-only and absent from the profile checked; open a profile that has it to confirm	Low volume duplicate of a field we already keep. Owner to confirm before delete.	NOT SURE	2026-09-07	Current: Customer.io: phone -> Expected: phone | Low volume duplicate of a field we already keep. Owner to confirm before delete.
identity	verified_email	verified_email	inc42	Open the registration modal | fill Full Name, Email, Phone | submit | inspect the identify() payload in the network tab	https://inc42.com	logged-out	user	verified_email:string	Yes	verified_email = Low volume duplicate of a field we already keep. Owner to confirm before delete.	web | backend	customerio	auto	Media CIO 1% ; Newly found by audit ; Live sample values: NOT SAMPLED - Customer.io-only and absent from the profile checked; open a profile that has it to confirm	Low volume duplicate of a field we already keep. Owner to confirm before delete.	NOT SURE	2026-09-07	Current: Customer.io: Verified Email -> Expected: verified_email | Low volume duplicate of a field we already keep. Owner to confirm before delete.
payment	fy25_revenue	fy25_revenue	inc42	DO NOT COMPLETE a real payment | verify on an existing paid test profile in PostHog + Customer.io	https://inc42.com/pro	logged-in	pro | plus	fy25_revenue:string	Yes	fy25_revenue = CRM enrichment that exists only in Customer.io. Decide whether it belongs in the unified spec at all.	backend	customerio	observe	Media CIO 2% ; Newly found by audit ; Live sample values: NOT SAMPLED - Customer.io-only and absent from the profile checked; open a profile that has it to confirm	CRM enrichment that exists only in Customer.io. Decide whether it belongs in the unified spec at all.	NOT SURE	2026-09-07	Current: Customer.io: FY25 Revenue -> Expected: fy25_revenue | CRM enrichment that exists only in Customer.io. Decide whether it belongs in the unified spec at all.
events_object	Event Type	event (custom object)	inc42	Observation only - Customer.io 'events' object/relationship, rebuilt from paid_events. Not yet live		n/a	events	event (custom object):string	No	→ events object = → events object (catalog); rebuild of paid_events	backend	customerio	observe	Live sample values: D2C Summit 2026	→ events object (catalog); rebuild of paid_events	MODEL	2026-09-07	Current: CIO Main: Event Type' (385) → migrate to 'event' custom object (deprecate this attribute) ; CIO DataLabs: — (not in this workspace) -> Expected: → events object | → events object (catalog); rebuild of paid_events
payment	DRS Payment	drs_payment	inc42	DO NOT COMPLETE a real payment | verify on an existing paid test profile in PostHog + Customer.io	https://inc42.com/pro	logged-in	pro | plus	drs_payment:string	Yes	→ events object = Transactional email payload leftover sitting on the profile. Should not be a user property.	backend	customerio	observe	Media CIO 1% ; Newly found by audit ; Live sample values: NOT SAMPLED - Customer.io-only and absent from the profile checked; open a profile that has it to confirm	→ events (rel) status=paid; warehouse derives from fact_orders	MODEL	2026-09-07	Current: Customer.io: DRS Payment ; CIO Main: DRS Payment' (179) = 'true' — D2C Summit paid flag ; CIO DataLabs: — (not in this workspace) -> Expected: → events object | CONFLICT: MASTER - User Properties tab says DELETE; this Fixes Plan (carries Utkarsh decisions) says MODEL - Fixes Plan taken. | Transactional email payload leftover sitting on the profile. Should not be a user property. | → events (rel) status=paid; warehouse derives from fact_orders
payment	DRS Payment Url	drs_payment_url	inc42	DO NOT COMPLETE a real payment | verify on an existing paid test profile in PostHog + Customer.io	https://inc42.com/pro	logged-in	pro | plus	drs_payment_url:string	Yes	→ events object = Transactional email payload leftover sitting on the profile. Should not be a user property.	backend	customerio	observe	Media CIO 1% ; Newly found by audit ; Live sample values: NOT SAMPLED - Customer.io-only and absent from the profile checked; open a profile that has it to confirm	→ events (rel) or drop (expired links); not a profile field	MODEL	2026-09-07	Current: Customer.io: DRS Payment Url ; CIO Main: DRS Payment Url' (883) = expired thed2csummit.co single-use pay-token links ; CIO DataLabs: — (not in this workspace) -> Expected: → events object | CONFLICT: MASTER - User Properties tab says DELETE; this Fixes Plan (carries Utkarsh decisions) says MODEL - Fixes Plan taken. | Transactional email payload leftover sitting on the profile. Should not be a user property. | → events (rel) or drop (expired links); not a profile field
payment	Quantity	quantity	inc42	DO NOT COMPLETE a real payment | verify on an existing paid test profile in PostHog + Customer.io	https://inc42.com/pro	logged-in	pro | plus	quantity:string	Yes	→ events object = Transactional email payload leftover sitting on the profile. Should not be a user property.	backend	customerio	observe	Media CIO 1% ; Newly found by audit ; Live sample values: NOT SAMPLED - Customer.io-only and absent from the profile checked; open a profile that has it to confirm	→ events (rel) ticket_quantity	MODEL	2026-09-07	Current: Customer.io: Quantity ; CIO Main: Quantity' (176) rename→'quantity' ; CIO DataLabs: — (not in this workspace) -> Expected: → events object | CONFLICT: MASTER - User Properties tab says DELETE; this Fixes Plan (carries Utkarsh decisions) says MODEL - Fixes Plan taken. | Transactional email payload leftover sitting on the profile. Should not be a user property. | → events (rel) ticket_quantity
company	Company LinkedIn URL	company_linkedin_url	inc42	Sign in | open Profile | fill Company Name, Website, Sector, Type | save | inspect identify()	https://inc42.com/profile/	logged-in	company	company_linkedin_url:string	Yes	company_linkedin_url = Keep. Company page URL. Do not mix with linkedin_profile_url.	web | backend	customerio	auto	Media CIO 4% ; Your sheet row 51 ; Live sample values: linkedin.com/company/31333344 (company) ; ⚠ '_underscore' variant ~50% junk	COMPANY page (linkedin.com/company/) — firmographic, not personal	KEEP	2026-09-07	Current: Customer.io: Company LinkedIn URL ; CIO Main: Company LinkedIn URL' (3,950) rename→'company_linkedin_url' ; 'Company_LinkedIn_URL' (3,950) rename→'company_linkedin_url' ; CIO DataLabs: — (not in this workspace) -> Expected: company_linkedin_url | Keep. Company page URL. Do not mix with linkedin_profile_url. | COMPANY page (linkedin.com/company/) — firmographic, not personal
company	Company Name	company_name	inc42 | datalabs	Sign in | open Profile | fill Company Name, Website, Sector, Type | save | inspect identify()	https://inc42.com/profile/	logged-in	company	company_name:string	Yes	company_name = Keep. Write only company_name.	web | backend	posthog | customerio	auto	Media PH 104,787 / CIO 50% ; DataLabs PH 52,830 / CIO 66% ; PostHog people: 157,617 ; blank rate: 30% ; Your sheet row 44 ; Live sample values: Wingify | Uber India | Zivy ; ⚠ some junk 'Prm','Ticketing','inc42 test'	Keep. Write only company_name.	KEEP	2026-09-07	Current: PostHog: Company Name / company_name ; Customer.io: Company Name ; PH Main: Company Name' (100,659) rename→'company_name' ; PH Events: Company' (573) rename→'company_name' ; PH DataLabs: Company Name' (46,820) rename→'company_name' ; CIO Main: Company Name' (45,484) rename→'company_name' ; 'Company_Name' (15,185) rename→'company_name' ; bulk-null undefined (1,796) ; CIO DataLabs: Company Name' (6,236) rename→'company_name' -> Expected: company_name | Keep. Write only company_name.
company	Company Sector	company_sector	inc42	Sign in | open Profile | fill Company Name, Website, Sector, Type | save | inspect identify()	https://inc42.com/profile/	logged-in	company	company_sector:string	Yes	company_sector = Keep. Write only company_sector. Industry merge lands here.	web | backend	posthog | customerio	auto	Media PH 17,583 / CIO 13% ; PostHog people: 17,583 ; blank rate: 1% ; Your sheet row 47 ; Live sample values: ⚠ TWO lists: PH-Main = 14 single vals (FinTech/Ecommerce/HealthTech/Edtech/…) ; CIO-Main = different list + MULTI-VALUE ('Enterprise Tech','Foodtech, Media & Entertainment','Travel Tech','Web3','AI')	governed nightly by warehouse company_sector scalar (contact_360)	KEEP	2026-09-07	Current: PostHog: Company Sector ; Customer.io: company_sector ; PH Main: Company Sector' (17,583) rename→'company_sector' ; CIO Main: company_sector' (9,600) keep ; CIO DataLabs: — (not in this workspace) -> Expected: company_sector | Keep. Write only company_sector. Industry merge lands here. | governed nightly by warehouse company_sector scalar (contact_360)
consent	is_globally_unsubscribed	is_globally_unsubscribed	inc42	Open the email preference centre from any Inc42 newsletter footer | toggle a preference | save | check the Customer.io profile	TODO-preference-centre-url	logged-in	consent	is_globally_unsubscribed:string	Yes	is_globally_unsubscribed = Keep. Write only is_globally_unsubscribed.	backend	TODO-confirm	manual	Media Keep. CIO. ; Your sheet row 71 ; Live sample values: true / false	consent/compliance	KEEP	2026-09-07	Current: not currently live -> Expected: is_globally_unsubscribed | Keep. Write only is_globally_unsubscribed. | consent/compliance
consent	is_suppressed	is_suppressed	inc42 | app	Open the email preference centre from any Inc42 newsletter footer | toggle a preference | save | check the Customer.io profile	TODO-preference-centre-url	logged-in	consent	is_suppressed:string	Yes	is_suppressed = Keep. Write only is_suppressed.	backend	TODO-confirm	manual	Media Keep. CIO. ; App Write is_suppressed ; Your sheet row 72 ; Live sample values: true / false	consent/compliance	KEEP	2026-09-07	Current: not currently live -> Expected: is_suppressed | Keep. Write only is_suppressed. | consent/compliance
consent	Marketing Email Status	marketing_email_status	inc42	Open the email preference centre from any Inc42 newsletter footer | toggle a preference | save | check the Customer.io profile	TODO-preference-centre-url	logged-in	consent	marketing_email_status:string	Yes	marketing_email_status = Keep. Write only marketing_email_status.	backend	TODO-confirm	manual	Media Keep. CIO. ; Your sheet row 70 ; Live sample values: Yes/No (marketing consent flag)	consent	KEEP	2026-09-07	Current: not currently live -> Expected: marketing_email_status | Keep. Write only marketing_email_status. | consent
consent	WhatsApp Opt-in	whatsapp_opt_in	inc42	Open the email preference centre from any Inc42 newsletter footer | toggle a preference | save | check the Customer.io profile	TODO-preference-centre-url	logged-in	consent	whatsapp_opt_in:string	Yes	whatsapp_opt_in = Keep. Write only whatsapp_opt_in. Media CIO only.	backend	customerio	manual	Media CIO 17% ; Your sheet row 58 ; Live sample values: Yes	consent	KEEP	2026-09-07	Current: Customer.io: Whatsapp_Optin ; CIO Main: Whatsapp_Optin' (18,663) rename→'whatsapp_opt_in' ; CIO DataLabs: — (not in this workspace) -> Expected: whatsapp_opt_in | Keep. Write only whatsapp_opt_in. Media CIO only. | consent
geo	cio_city	cio_city	inc42 | datalabs	Observation only - set by PostHog GeoIP and Customer.io IP enrichment, not by a user action		any	device	cio_city:string	No	cio_city = Keep. Auto-captured.	backend	customerio	observe	Media CIO 33% ; DataLabs CIO 76% ; Your sheet row 76 ; Live sample values: Jaipur | Ahmedabad | Bengaluru (IP-derived)	auto	KEEP	2026-09-07	Current: Customer.io: cio_city -> Expected: cio_city | Keep. Auto-captured. | auto
geo	cio_country	cio_country	inc42 | datalabs	Observation only - set by PostHog GeoIP and Customer.io IP enrichment, not by a user action		any	device	cio_country:string	No	cio_country = Keep. Auto-captured.	backend	customerio	observe	Media CIO 34% ; DataLabs CIO 76% ; Your sheet row 77 ; Live sample values: India | Singapore | United States of America (IP-derived)	auto	KEEP	2026-09-07	Current: Customer.io: cio_country -> Expected: cio_country | Keep. Auto-captured. | auto
geo	cio_postal_code	cio_postal_code	inc42 | datalabs	Observation only - set by PostHog GeoIP and Customer.io IP enrichment, not by a user action		any	device	cio_postal_code:string	No	cio_postal_code = Keep. Auto-captured.	backend	customerio	observe	Media CIO 30% ; DataLabs CIO 76% ; Your sheet row 79 ; Live sample values: 400017 | 500004 ; ⚠ some '0'	auto	KEEP	2026-09-07	Current: Customer.io: cio_postal_code -> Expected: cio_postal_code | Keep. Auto-captured. | auto
geo	cio_region	cio_region	inc42 | datalabs	Observation only - set by PostHog GeoIP and Customer.io IP enrichment, not by a user action		any	device	cio_region:string	No	cio_region = Keep. Auto-captured.	backend	customerio	observe	Media CIO 33% ; DataLabs CIO 76% ; Your sheet row 78 ; Live sample values: Rajasthan | Gujarat | Haryana (IP-derived)	auto	KEEP	2026-09-07	Current: Customer.io: cio_region -> Expected: cio_region | Keep. Auto-captured. | auto
geo	City	city	inc42	Observation only - set by PostHog GeoIP and Customer.io IP enrichment, not by a user action		any	device	city:string	No	city = Keep. Write only city. Last Known City merge lands here.	backend	posthog | customerio	observe	Media PH 41 / CIO 41% ; PostHog people: 41 ; blank rate: 83% ; Your sheet row 49 ; Live sample values: Noida | Kochi | Bhopal | Srinagar ; ⚠ 'Remote', casing 'MUMBAI'	Keep. Write only city. Last Known City merge lands here.	KEEP	2026-09-07	Current: PostHog: City ; Customer.io: city ; PH Main: City' (41) rename→'city' ; CIO Main: city' (31,849) keep ; CIO DataLabs: — (not in this workspace) -> Expected: city | Keep. Write only city. Last Known City merge lands here.
geo	$geoip_city_name	geoip_city_name	inc42 | datalabs | app	Observation only - set by PostHog GeoIP and Customer.io IP enrichment, not by a user action		any	device	geoip_city_name:string	No	geoip_city_name = Keep. Auto-captured.	backend	TODO-confirm	observe	Media Keep. Auto. ; DataLabs Keep. Auto. ; App Write geoip_city_name ; Your sheet row 80 ; Live sample values: Rotenburg | Cambourne | Indāpur (IP-derived)	auto	KEEP	2026-09-07	Current: not currently live -> Expected: geoip_city_name | Keep. Auto-captured. | auto
geo	$geoip_country_name	geoip_country_name	inc42 | datalabs | app	Observation only - set by PostHog GeoIP and Customer.io IP enrichment, not by a user action		any	device	geoip_country_name:string	No	geoip_country_name = Keep. Auto-captured.	backend	TODO-confirm	observe	Media Keep. Auto. ; DataLabs Keep. Auto. ; App Write geoip_country_name ; Your sheet row 81 ; Live sample values: India | Italy | Brunei (IP-derived)	auto	KEEP	2026-09-07	Current: not currently live -> Expected: geoip_country_name | Keep. Auto-captured. | auto
geo	$geoip_subdivision_1_name	geoip_subdivision_1_name	inc42 | datalabs | app	Observation only - set by PostHog GeoIP and Customer.io IP enrichment, not by a user action		any	device	geoip_subdivision_1_name:string	No	geoip_subdivision_1_name = Keep. Auto-captured.	backend	TODO-confirm	observe	Media Keep. Auto. ; DataLabs Keep. Auto. ; App Write geoip_subdivision_1_name ; Your sheet row 82 ; Live sample values: Maharashtra | Bihar | Iowa (IP-derived region)	auto	KEEP	2026-09-07	Current: not currently live -> Expected: geoip_subdivision_1_name | Keep. Auto-captured. | auto
identity	email	email	inc42 | datalabs | app	Open the registration modal | fill Full Name, Email, Phone | submit | inspect the identify() payload in the network tab	https://inc42.com	logged-out	user	email:string	Yes	email = Keep. Write only email. Stop Email.	web | backend	posthog | customerio	auto	Media PH 137,410 / CIO 98% ; DataLabs PH 58,437 / CIO 94% ; App PH 730 / CIO 39% ; PostHog people: 196,577 ; blank rate: 0% ; Your sheet row 35 ; Live sample values: valid emails all sources (nimesh.singhania4@gmail.com, shishir.parasher@inc42.com)	canonical id	KEEP	2026-09-07	Current: PostHog: email / Email ; Customer.io: Email / email ; PH Main: email' (91,669) keep ; 'Email' (39,424) rename→'email' ; PH Events: Email' (573) rename→'email' ; PH DataLabs: Email' (47,256) rename→'email' ; 'email' (4,920) keep ; CIO Main: email' (91,305) keep ; 'Email' (6,001) rename→'email' ; CIO DataLabs: email' (10,093) keep ; 'Email' (7,550) rename→'email' -> Expected: email | Keep. Write only email. Stop Email. | canonical id
identity	First Name	first_name	inc42 | datalabs	Open the registration modal | fill Full Name, Email, Phone | submit | inspect the identify() payload in the network tab	https://inc42.com	logged-out	user	first_name:string	Yes	first_name = Keep. Write only first_name. Stop First Name and First_Name.	web | backend	posthog | customerio	auto	Media PH 32,473 / CIO 1% ; DataLabs PH 52,764 / CIO 63% ; PostHog people: 85,237 ; blank rate: 7% ; Your sheet row 41 ; Live sample values: Divyanshi | Utkarsh | rajat (mixed case; some full names in field)	Keep. Write only first_name. Stop First Name and First_Name.	KEEP	2026-09-07	Current: PostHog: First Name / first_name ; Customer.io: First Name / first_name ; PH Main: First Name' (28,202) rename→'first_name' ; PH Events: First_Name' (573) rename→'first_name' ; PH DataLabs: First Name' (46,754) rename→'first_name' ; CIO Main: First Name' (79,855) rename→'first_name' ; 'First_Name' (40,923) rename→'first_name' ; 'first_name' (309) keep ; CIO DataLabs: First Name' (6,075) rename→'first_name' -> Expected: first_name | Keep. Write only first_name. Stop First Name and First_Name.
identity	Full Name	full_name	inc42 | datalabs	Open the registration modal | fill Full Name, Email, Phone | submit | inspect the identify() payload in the network tab	https://inc42.com	logged-out	user	full_name:string	Yes	full_name = Keep. Write only full_name. Stop Name.	web | backend	posthog | customerio	auto	Media PH 33,792 / CIO 50% ; DataLabs PH 783 / CIO <1% ; PostHog people: 34,575 ; blank rate: 16% ; Your sheet row 43 ; Live sample values: Neeraj Singh | Himanshu Bakshi ; ⚠ dupes 'Md jabbar Md jabbar'	Keep. Write only full_name. Stop Name.	KEEP	2026-09-07	Current: PostHog: Full Name / full_name ; Customer.io: Full Name ; PH Main: Full Name' (29,671) rename→'full_name' ; 'Name' (27,725) rename→'full_name' ; PH DataLabs: Full Name' (725) rename→'full_name' ; 'Name' (131) rename→'full_name' ; CIO Main: Full Name' (49,670) rename→'full_name' ; 'Full_Name' (38,022) rename→'full_name' ; 'Name' (4,700) rename→'full_name' -> Expected: full_name | Keep. Write only full_name. Stop Name.
identity	Last Name	last_name	inc42 | datalabs	Open the registration modal | fill Full Name, Email, Phone | submit | inspect the identify() payload in the network tab	https://inc42.com	logged-out	user	last_name:string	Yes	last_name = Keep. Write only last_name.	web | backend	posthog | customerio	auto	Media PH 51,123 / CIO 1% ; DataLabs PH 52,762 / CIO 60% ; PostHog people: 103,885 ; blank rate: 8% ; Your sheet row 42 ; Live sample values: Kaur | Jain | Srivastava ; ⚠ junk 'Market Research' (use-case dumped in field, DL)	Keep. Write only last_name.	KEEP	2026-09-07	Current: PostHog: Last Name / last_name ; Customer.io: Last Name / last_name ; PH Main: Last Name' (46,853) rename→'last_name' ; PH Events: Last_Name' (573) rename→'last_name' ; PH DataLabs: Last Name' (46,752) rename→'last_name' ; CIO Main: Last Name' (60,245) rename→'last_name' ; 'Last_Name' (21,268) rename→'last_name' ; 'last_name' (307) keep ; CIO DataLabs: Last Name' (5,686) rename→'last_name' -> Expected: last_name | Keep. Write only last_name.
identity	LinkedIn Profile URL	linkedin_profile_url	inc42 | datalabs	Open the registration modal | fill Full Name, Email, Phone | submit | inspect the identify() payload in the network tab	https://inc42.com	logged-out	user	linkedin_profile_url:string	Yes	linkedin_profile_url = Keep. Person /in/ URL only. Write only linkedin_profile_url.	web | backend	posthog | customerio	auto	Media CIO 11% ; DataLabs PH 18,316 / CIO <1% ; PostHog people: 18,316 ; blank rate: 80% ; Your sheet row 50 ; Live sample values: linkedin.com/in/… (person) ; ⚠ '_underscore' variant ~46% junk, drop on merge	PERSON profile (linkedin.com/in/), ~97% clean	KEEP	2026-09-07	Current: PostHog: Linkedin ; Customer.io: LinkedIn Profile URL / Linkedin ; PH DataLabs: Linkedin' (14,482) rename→'linkedin_profile_url' ; CIO Main: LinkedIn Profile URL' (6,483) rename→'linkedin_profile_url' ; 'LinkedIn_Profile_URL' (5,041) rename→'linkedin_profile_url' -> Expected: linkedin_profile_url | Keep. Person /in/ URL only. Write only linkedin_profile_url. | PERSON profile (linkedin.com/in/), ~97% clean
identity	UID	uid	inc42 | datalabs	Open the registration modal | fill Full Name, Email, Phone | submit | inspect the identify() payload in the network tab	https://inc42.com	logged-out	user	uid:string	Yes	uid = Keep. Write only uid. Stop UID.	web | backend	posthog | customerio	auto	Media PH 29,314 / CIO 8% ; DataLabs PH 291 / CIO <1% ; PostHog people: 29,605 ; Your sheet row 36 ; Live sample values: google-oauth2|117661769079613716469 | email|680cbaf98ac5c5402b2855e5 (auth-provider IDs)	auth id	KEEP	2026-09-07	Current: PostHog: UID / uid ; Customer.io: UID ; PH Main: UID' (25,181) rename→'uid' ; PH DataLabs: UID' (233) rename→'uid' ; CIO Main: UID' (3,972) rename→'uid' -> Expected: uid | Keep. Write only uid. Stop UID. | auth id
lifecycle	Register Source	register_source	inc42 | datalabs | app	Register a fresh test account | then sign out and sign back in | inspect identify() on both	https://inc42.com	logged-out	user	register_source:string	Yes	register_source = Keep. Write only register_source. Null undefined on DataLabs CIO.	web | backend	posthog | customerio	auto	Media PH 63,214 / CIO 18% ; DataLabs PH 85,533 / CIO 69% ; App PH 381 / CIO 20% ; PostHog people: 149,128 ; Your sheet row 38 ; Live sample values: Inc42 | Inc42 Datalabs | Website | Ai Summit Checkout | registered	Keep. Write only register_source. Null undefined on DataLabs CIO.	KEEP	2026-09-07	Current: PostHog: Register Source / register_source ; Customer.io: Register Source / register_source ; PH Main: Register Source' (58,134) rename→'register_source' ; PH DataLabs: Register Source' (79,655) rename→'register_source' ; CIO Main: Register Source' (13,963) rename→'register_source' ; 'Register_Source' (7,347) rename→'register_source' ; CIO DataLabs: Register Source' (6,867) rename→'register_source' ; bulk-null undefined (269) -> Expected: register_source | Keep. Write only register_source. Null undefined on DataLabs CIO.
