event_group,event_name,display_name,property,trigger_steps,trigger_url,login_state,event_property_groups,custom_event_properties,trigger_identify_call,expected_traits,source,destinations,automatable,test_notes,description,audit_status,audit_date,audit_notes,Where to change it,What exactly to do,Done when
crm_enrichment,nonpaid_score,nonpaid_score,inc42,Open a Customer.io profile that has a score and trace where the value came from,,any,crm_enrichment,nonpaid_score:string,Yes,nonpaid_score = a description naming its owner and refresh date,customerio,customerio,manual,Customer.io 'nonpaid_score': present - not used by any audience group or campaign,"Part of a scoring and company-enrichment layer that exists in Customer.io only. It is in no specification, is not in PostHog, has no description, and nobody outside whoever loaded it knows what it means or when it was last refreshed.",ADD,2026-09-08,"Current: undocumented, owner unknown -> Expected: described, owned, and a decision on whether it belongs in PostHog too.","Customer.io, Inc42 workspace (208301) > Data index > Profile attributes. And whoever loads these values.",Find out who loads this and how often. Write one line against it in Customer.io saying what it means and when it was last refreshed. Decide whether it should also be in PostHog.,The field has a description naming its owner and refresh date.
crm_enrichment,crm_reach_tier,crm_reach_tier,inc42,Open a Customer.io profile that has a score and trace where the value came from,,any,crm_enrichment,crm_reach_tier:string,Yes,crm_reach_tier = a description naming its owner and refresh date,customerio,customerio,manual,Customer.io 'crm_reach_tier': present - not used by any audience group or campaign,"Part of a scoring and company-enrichment layer that exists in Customer.io only. It is in no specification, is not in PostHog, has no description, and nobody outside whoever loaded it knows what it means or when it was last refreshed.",ADD,2026-09-08,"Current: undocumented, owner unknown -> Expected: described, owned, and a decision on whether it belongs in PostHog too.","Customer.io, Inc42 workspace (208301) > Data index > Profile attributes. And whoever loads these values.",Find out who loads this and how often. Write one line against it in Customer.io saying what it means and when it was last refreshed. Decide whether it should also be in PostHog.,The field has a description naming its owner and refresh date.
crm_enrichment,is_investor,is_investor,inc42,Open a Customer.io profile that has a score and trace where the value came from,,any,crm_enrichment,is_investor:string,Yes,is_investor = a description naming its owner and refresh date,customerio,customerio,manual,Customer.io 'is_investor': present - not used by any audience group or campaign,"Part of a scoring and company-enrichment layer that exists in Customer.io only. It is in no specification, is not in PostHog, has no description, and nobody outside whoever loaded it knows what it means or when it was last refreshed.",ADD,2026-09-08,"Current: undocumented, owner unknown -> Expected: described, owned, and a decision on whether it belongs in PostHog too.","Customer.io, Inc42 workspace (208301) > Data index > Profile attributes. And whoever loads these values.",Find out who loads this and how often. Write one line against it in Customer.io saying what it means and when it was last refreshed. Decide whether it should also be in PostHog.,The field has a description naming its owner and refresh date.
crm_enrichment,net_ltv_inr,net_ltv_inr,inc42,Open a Customer.io profile that has a score and trace where the value came from,,any,crm_enrichment,net_ltv_inr:string,Yes,net_ltv_inr = a description naming its owner and refresh date,customerio,customerio,manual,Customer.io 'net_ltv_inr': present - not used by any audience group or campaign,"Part of a scoring and company-enrichment layer that exists in Customer.io only. It is in no specification, is not in PostHog, has no description, and nobody outside whoever loaded it knows what it means or when it was last refreshed.",ADD,2026-09-08,"Current: undocumented, owner unknown -> Expected: described, owned, and a decision on whether it belongs in PostHog too.","Customer.io, Inc42 workspace (208301) > Data index > Profile attributes. And whoever loads these values.",Find out who loads this and how often. Write one line against it in Customer.io saying what it means and when it was last refreshed. Decide whether it should also be in PostHog.,The field has a description naming its owner and refresh date.
crm_enrichment,membership_orders_count,membership_orders_count,inc42,Open a Customer.io profile that has a score and trace where the value came from,,any,crm_enrichment,membership_orders_count:string,Yes,membership_orders_count = a description naming its owner and refresh date,customerio,customerio,manual,Customer.io 'membership_orders_count': present - not used by any audience group or campaign,"Part of a scoring and company-enrichment layer that exists in Customer.io only. It is in no specification, is not in PostHog, has no description, and nobody outside whoever loaded it knows what it means or when it was last refreshed.",ADD,2026-09-08,"Current: undocumented, owner unknown -> Expected: described, owned, and a decision on whether it belongs in PostHog too.","Customer.io, Inc42 workspace (208301) > Data index > Profile attributes. And whoever loads these values.",Find out who loads this and how often. Write one line against it in Customer.io saying what it means and when it was last refreshed. Decide whether it should also be in PostHog.,The field has a description naming its owner and refresh date.
crm_enrichment,paid_events_count,paid_events_count,inc42,Open a Customer.io profile that has a score and trace where the value came from,,any,crm_enrichment,paid_events_count:string,Yes,paid_events_count = a description naming its owner and refresh date,customerio,customerio,manual,Customer.io 'paid_events_count': present - not used by any audience group or campaign,"Part of a scoring and company-enrichment layer that exists in Customer.io only. It is in no specification, is not in PostHog, has no description, and nobody outside whoever loaded it knows what it means or when it was last refreshed.",ADD,2026-09-08,"Current: undocumented, owner unknown -> Expected: described, owned, and a decision on whether it belongs in PostHog too.","Customer.io, Inc42 workspace (208301) > Data index > Profile attributes. And whoever loads these values.",Find out who loads this and how often. Write one line against it in Customer.io saying what it means and when it was last refreshed. Decide whether it should also be in PostHog.,The field has a description naming its owner and refresh date.
crm_enrichment,company_employees,company_employees,inc42,Open a Customer.io profile that has a score and trace where the value came from,,any,crm_enrichment,company_employees:string,Yes,company_employees = a description naming its owner and refresh date,customerio,customerio,manual,Customer.io 'company_employees': present - not used by any audience group or campaign,"Part of a scoring and company-enrichment layer that exists in Customer.io only. It is in no specification, is not in PostHog, has no description, and nobody outside whoever loaded it knows what it means or when it was last refreshed.",ADD,2026-09-08,"Current: undocumented, owner unknown -> Expected: described, owned, and a decision on whether it belongs in PostHog too.","Customer.io, Inc42 workspace (208301) > Data index > Profile attributes. And whoever loads these values.",Find out who loads this and how often. Write one line against it in Customer.io saying what it means and when it was last refreshed. Decide whether it should also be in PostHog.,The field has a description naming its owner and refresh date.
crm_enrichment,company_founded_year,company_founded_year,inc42,Open a Customer.io profile that has a score and trace where the value came from,,any,crm_enrichment,company_founded_year:string,Yes,company_founded_year = a description naming its owner and refresh date,customerio,customerio,manual,Customer.io 'company_founded_year': present - not used by any audience group or campaign,"Part of a scoring and company-enrichment layer that exists in Customer.io only. It is in no specification, is not in PostHog, has no description, and nobody outside whoever loaded it knows what it means or when it was last refreshed.",ADD,2026-09-08,"Current: undocumented, owner unknown -> Expected: described, owned, and a decision on whether it belongs in PostHog too.","Customer.io, Inc42 workspace (208301) > Data index > Profile attributes. And whoever loads these values.",Find out who loads this and how often. Write one line against it in Customer.io saying what it means and when it was last refreshed. Decide whether it should also be in PostHog.,The field has a description naming its owner and refresh date.
crm_enrichment,company_funding_usd,company_funding_usd,inc42,Open a Customer.io profile that has a score and trace where the value came from,,any,crm_enrichment,company_funding_usd:string,Yes,company_funding_usd = a description naming its owner and refresh date,customerio,customerio,manual,Customer.io 'company_funding_usd': present - not used by any audience group or campaign,"Part of a scoring and company-enrichment layer that exists in Customer.io only. It is in no specification, is not in PostHog, has no description, and nobody outside whoever loaded it knows what it means or when it was last refreshed.",ADD,2026-09-08,"Current: undocumented, owner unknown -> Expected: described, owned, and a decision on whether it belongs in PostHog too.","Customer.io, Inc42 workspace (208301) > Data index > Profile attributes. And whoever loads these values.",Find out who loads this and how often. Write one line against it in Customer.io saying what it means and when it was last refreshed. Decide whether it should also be in PostHog.,The field has a description naming its owner and refresh date.
crm_enrichment,company_revenue_fy,company_revenue_fy,inc42,Open a Customer.io profile that has a score and trace where the value came from,,any,crm_enrichment,company_revenue_fy:string,Yes,company_revenue_fy = a description naming its owner and refresh date,customerio,customerio,manual,Customer.io 'company_revenue_fy': present - not used by any audience group or campaign,"Part of a scoring and company-enrichment layer that exists in Customer.io only. It is in no specification, is not in PostHog, has no description, and nobody outside whoever loaded it knows what it means or when it was last refreshed.",ADD,2026-09-08,"Current: undocumented, owner unknown -> Expected: described, owned, and a decision on whether it belongs in PostHog too.","Customer.io, Inc42 workspace (208301) > Data index > Profile attributes. And whoever loads these values.",Find out who loads this and how often. Write one line against it in Customer.io saying what it means and when it was last refreshed. Decide whether it should also be in PostHog.,The field has a description naming its owner and refresh date.
crm_enrichment,company_revenue_inr,company_revenue_inr,inc42,Open a Customer.io profile that has a score and trace where the value came from,,any,crm_enrichment,company_revenue_inr:string,Yes,company_revenue_inr = a description naming its owner and refresh date,customerio,customerio,manual,Customer.io 'company_revenue_inr': present - not used by any audience group or campaign,"Part of a scoring and company-enrichment layer that exists in Customer.io only. It is in no specification, is not in PostHog, has no description, and nobody outside whoever loaded it knows what it means or when it was last refreshed.",ADD,2026-09-08,"Current: undocumented, owner unknown -> Expected: described, owned, and a decision on whether it belongs in PostHog too.","Customer.io, Inc42 workspace (208301) > Data index > Profile attributes. And whoever loads these values.",Find out who loads this and how often. Write one line against it in Customer.io saying what it means and when it was last refreshed. Decide whether it should also be in PostHog.,The field has a description naming its owner and refresh date.
crm_enrichment,FY25 Revenue,FY25 Revenue,inc42,Open a Customer.io profile that has a score and trace where the value came from,,any,crm_enrichment,FY25 Revenue:string,Yes,FY25 Revenue = a description naming its owner and refresh date,customerio,customerio,manual,Customer.io 'FY25 Revenue': present - not used by any audience group or campaign,"Part of a scoring and company-enrichment layer that exists in Customer.io only. It is in no specification, is not in PostHog, has no description, and nobody outside whoever loaded it knows what it means or when it was last refreshed. 'FY25 Revenue' duplicates company_revenue_fy - keep one.",ADD,2026-09-08,"Current: undocumented, owner unknown -> Expected: described, owned, and a decision on whether it belongs in PostHog too.","Customer.io, Inc42 workspace (208301) > Data index > Profile attributes. And whoever loads these values.",Find out who loads this and how often. Write one line against it in Customer.io saying what it means and when it was last refreshed. Decide whether it should also be in PostHog.,The field has a description naming its owner and refresh date.
event_field,DRS Payment,DRS Payment,inc42,Open a Customer.io profile that has it and trace which purchase it came from,,any,event_field,DRS Payment:string,Yes,DRS Payment = a written rule on per-event fields on a profile,customerio,customerio,manual,Customer.io 'DRS Payment': present - campaigns: DRS 2026 | Priority Pass | Payment Confirmation | DRS 2026 | Pre Register | Payment Setup | DRS 2026 | Join the Waitlist | (one time payment trigger) | DRS 2026 | linkedin setup,"Read by 4 live DRS 2026 campaigns - cannot be removed while they run. This belongs to a single purchase or event but is stored permanently on the person, so each person keeps only the most recent one.",DECISION,2026-09-08,"Current: a per-event value stored on the person -> Expected: a written rule, and an owner.","Customer.io, Inc42 workspace (208301) > Data index > Profile attributes. And whoever owns the DRS 2026 campaigns.","DECISION NEEDED. Agree whether a per-event field may live on the person at all. If yes, name it and its owner. If no, move it onto the event and rebuild the DRS campaigns first - do not remove it while those campaigns are live.","A written rule exists for per-event fields on a profile, and every remaining one has a named owner."
event_field,DRS Payment Url,DRS Payment Url,inc42,Open a Customer.io profile that has it and trace which purchase it came from,,any,event_field,DRS Payment Url:string,Yes,DRS Payment Url = a written rule on per-event fields on a profile,customerio,customerio,manual,Customer.io 'DRS Payment Url': present - campaigns: DRS 2026 | Pre Register | Payment Setup | DRS 2026 | Priority Pass | Final Payment link | DRS 2026 | Join the Waitlist | (one time payment trigger) | DRS 2026 | linkedin setup | DRS 2026 | LinkedIn Lead | Payment Setup,"Read by 5 live DRS 2026 campaigns - cannot be removed while they run. This belongs to a single purchase or event but is stored permanently on the person, so each person keeps only the most recent one.",DECISION,2026-09-08,"Current: a per-event value stored on the person -> Expected: a written rule, and an owner.","Customer.io, Inc42 workspace (208301) > Data index > Profile attributes. And whoever owns the DRS 2026 campaigns.","DECISION NEEDED. Agree whether a per-event field may live on the person at all. If yes, name it and its owner. If no, move it onto the event and rebuild the DRS campaigns first - do not remove it while those campaigns are live.","A written rule exists for per-event fields on a profile, and every remaining one has a named owner."
event_field,order_id,order_id,inc42,Open a Customer.io profile that has it and trace which purchase it came from,,any,event_field,order_id:string,Yes,order_id = a written rule on per-event fields on a profile,customerio,customerio,manual,Customer.io 'order_id': present - not used by any audience group or campaign,"Nothing reads it. This belongs to a single purchase or event but is stored permanently on the person, so each person keeps only the most recent one.",DECISION,2026-09-08,"Current: a per-event value stored on the person -> Expected: a written rule, and an owner.","Customer.io, Inc42 workspace (208301) > Data index > Profile attributes. And whoever owns the DRS 2026 campaigns.","DECISION NEEDED. Agree whether a per-event field may live on the person at all. If yes, name it and its owner. If no, move it onto the event and rebuild the DRS campaigns first - do not remove it while those campaigns are live.","A written rule exists for per-event fields on a profile, and every remaining one has a named owner."
event_field,product_name,product_name,inc42,Open a Customer.io profile that has it and trace which purchase it came from,,any,event_field,product_name:string,Yes,product_name = a written rule on per-event fields on a profile,customerio,customerio,manual,Customer.io 'product_name': present - not used by any audience group or campaign,"Nothing reads it. This belongs to a single purchase or event but is stored permanently on the person, so each person keeps only the most recent one.",DECISION,2026-09-08,"Current: a per-event value stored on the person -> Expected: a written rule, and an owner.","Customer.io, Inc42 workspace (208301) > Data index > Profile attributes. And whoever owns the DRS 2026 campaigns.","DECISION NEEDED. Agree whether a per-event field may live on the person at all. If yes, name it and its owner. If no, move it onto the event and rebuild the DRS campaigns first - do not remove it while those campaigns are live.","A written rule exists for per-event fields on a profile, and every remaining one has a named owner."
event_field,Quantity,Quantity,inc42,Open a Customer.io profile that has it and trace which purchase it came from,,any,event_field,Quantity:string,Yes,Quantity = a written rule on per-event fields on a profile,customerio,customerio,manual,Customer.io 'Quantity': present - not used by any audience group or campaign,"Nothing reads it. This belongs to a single purchase or event but is stored permanently on the person, so each person keeps only the most recent one.",DECISION,2026-09-08,"Current: a per-event value stored on the person -> Expected: a written rule, and an owner.","Customer.io, Inc42 workspace (208301) > Data index > Profile attributes. And whoever owns the DRS 2026 campaigns.","DECISION NEEDED. Agree whether a per-event field may live on the person at all. If yes, name it and its owner. If no, move it onto the event and rebuild the DRS campaigns first - do not remove it while those campaigns are live.","A written rule exists for per-event fields on a profile, and every remaining one has a named owner."
event_field,payment_URL,payment_URL,inc42,Open a Customer.io profile that has it and trace which purchase it came from,,any,event_field,payment_URL:string,Yes,payment_URL = a written rule on per-event fields on a profile,customerio,customerio,manual,Customer.io 'payment_URL': present - not used by any audience group or campaign,"Nothing reads it. The name mixes cases. This belongs to a single purchase or event but is stored permanently on the person, so each person keeps only the most recent one.",DECISION,2026-09-08,"Current: a per-event value stored on the person -> Expected: a written rule, and an owner.","Customer.io, Inc42 workspace (208301) > Data index > Profile attributes. And whoever owns the DRS 2026 campaigns.","DECISION NEEDED. Agree whether a per-event field may live on the person at all. If yes, name it and its owner. If no, move it onto the event and rebuild the DRS campaigns first - do not remove it while those campaigns are live.","A written rule exists for per-event fields on a profile, and every remaining one has a named owner."
event_field,Event Type,Event Type,inc42,Open a Customer.io profile from a DRS campaign,,any,event_field,Event Type:string,Yes,Event Type = unchanged,customerio,customerio,manual,Customer.io 'Event Type': present - audience groups: DRS 2026 | Paid Applications Final,Read by the audience group 'DRS 2026 | Paid Applications Final'. Keep this one.,KEEP,2026-09-08,Current: in use -> Expected: unchanged.,No change needed.,Nothing.,n/a - no change
event_field,Event_Type,Event Type,inc42,Open a Customer.io profile from a DRS or event campaign,,any,event_field,Event Type:string,Yes,Event Type = removed,customerio,customerio,manual,Customer.io 'Event_Type': present - not used by any audience group or campaign,An unused copy of 'Event Type'. Nothing reads it. The same field name exists three times with different punctuation; only 'Event Type' is used by anything.,DELETE,2026-09-08,Current: three copies of one field name -> Expected: one.,"Customer.io, Inc42 workspace (208301) > Data index > Profile attributes.","Check it holds nothing that 'Event Type' does not, then remove it. Do not touch 'Event Type' - a live audience group reads it.","Customer.io shows one Event Type field, and the DRS 2026 audience group still holds the same number of people."
event_field,Event_type,Event Type,inc42,Open a Customer.io profile from a DRS or event campaign,,any,event_field,Event Type:string,Yes,Event Type = removed,customerio,customerio,manual,Customer.io 'Event_type': present - not used by any audience group or campaign,A second unused copy of 'Event Type'. Nothing reads it. The same field name exists three times with different punctuation; only 'Event Type' is used by anything.,DELETE,2026-09-08,Current: three copies of one field name -> Expected: one.,"Customer.io, Inc42 workspace (208301) > Data index > Profile attributes.","Check it holds nothing that 'Event Type' does not, then remove it. Do not touch 'Event Type' - a live audience group reads it.","Customer.io shows one Event Type field, and the DRS 2026 audience group still holds the same number of people."
compliance,(all 119 Customer.io fields) privacy marking and descriptions,-,inc42,Open Customer.io > Data index > Profile attributes and read the privacy column,,any,compliance,-:-,Yes,- = every personal field marked as personal data,customerio,neither,manual,"119 of 119 Customer.io Media fields: privacy level 0, description blank","All 119 fields in the Media workspace are set to privacy level 0 - none is marked as personal data - and not one of the 119 has a description. That includes Email, email, Personal Email, Work Email, Secondary Email, Phone Number, phone, Full Name, First Name, Last Name and LinkedIn Profile URL.",FIX,2026-09-08,"Current: 119 of 119 unmarked and undescribed -> Expected: every personal field marked, every field described.","Customer.io, Inc42 workspace (208301) > Data index > Profile attributes.","Mark every field holding a name, an email address, a phone number, a LinkedIn address or a personal ID as personal data. Write a one-line description on each of the 119 fields saying what it holds and who writes it. Start with the 11 named here.","Opening Data index shows a description on every field, and every field holding personal details is marked as such."
data_quality,(the word 'undefined' saved as a value),-,inc42,Sign in on inc42.com | open Profile | fill the field | save | watch the identify call in PostHog Live Events and the profile in Customer.io,https://inc42.com/profile/,logged-in,data_quality,-:-,Yes,- = an empty field instead of the word 'undefined',web,neither,auto,present in at least 11 fields across PostHog and Customer.io,"When a reader has not filled something in, the website sends the word 'undefined' instead of leaving the field empty. It is sitting in Company Name, First Name, Last Name, Full Name ('undefined undefined'), Phone Number, Work Email, Registration Status, Seniority, Industry, Function and Interests. Every count that includes it is overstated, and 'undefined undefined' has gone out to readers as their name.",FIX,2026-09-08,Current: the word 'undefined' stored across at least 11 fields -> Expected: those fields empty.,"Inc42 Media website (the code that sends reader details out), plus a one-time clean-up of existing records in PostHog and Customer.io.","Where a reader has not given a value, send nothing at all rather than the word 'undefined'. Then empty every field currently holding that word in a one-time clean-up.","Searching PostHog people for the value 'undefined' returns nothing, and no email greeting says 'undefined'."
marketing_attribution,fbclid,(remove from the person),inc42,"Open any inc42.com address with utm_source, utm_medium and utm_campaign added | register in the same visit | inspect the person in PostHog",https://inc42.com/?utm_source=audit&utm_medium=test&utm_campaign=prop_audit,any,marketing_attribution,(remove from the person):string,Yes,"(remove from the person) = removed - it belongs to a click, not a person",web,posthog,manual,"PostHog 'fbclid' SINCE 1 JAN 2025: 79,572 people, 40,913 empty (51% of them empty) [all-time for contrast: 183,906 people, 42,358 empty] ; live values in 'fbclid': IwY2xjawH-A3pleHRuA2FlbQIxMQABHTkinR5MmQu69WH-NJuQwfKSfsxpHbZLPvXFnVbb0Guq0kJdcBJWz8T0vQ_aem_r1I2KBgy5fJG215pWwYi9g ~ ""IwZXh0bgNhZW0CMTEAAR1HjSaqjRTMGHaNO7rpL5GlXdVoAMfFCzgK4g3o-lIvQmRQQHFlu4qUOVI_aem","This field is saved permanently onto the person even though it belongs to a single click, and it is still being written today. 183,906 people all-time, 42,358 of them empty.",DELETE,2026-09-08,Current: a click ID stored permanently on the person -> Expected: removed from the person.,"PostHog, Inc42 | Live project (53557) > People. And the Inc42 Media website code that copies the web address into the person record.","Stop copying it onto the person. If the click ID is needed at all, keep it on the click itself, then remove it from the people list.",The field no longer appears in the people list in PostHog.
marketing_attribution,gclid,(remove from the person),inc42,"Open any inc42.com address with utm_source, utm_medium and utm_campaign added | register in the same visit | inspect the person in PostHog",https://inc42.com/?utm_source=audit&utm_medium=test&utm_campaign=prop_audit,any,marketing_attribution,(remove from the person):string,Yes,"(remove from the person) = removed - it belongs to a click, not a person",web,posthog,manual,"PostHog 'gclid' SINCE 1 JAN 2025: 43,539 people, 41,313 empty (95% of them empty) [all-time for contrast: 46,042 people, 42,787 empty] ; live values in 'gclid': Cj0KCQiAst67BhCEARIsAKKdWOkO84P785SNAJYEeXPr3YspmHFaEQm6NQZZWO8Jn8ZFafd9qXBzvMIaAvI8EALw_wcB ~ ""Cj0KCQiAvbm7BhC5ARIsAFjwNHsUxZFP8m_C5B2M-lwPL5wAXtdOV4arvNYRLDkmIKENUbDkEH86IJUaAkntEALw_wcB"" ~ ""Cj0KCQi","This field is saved permanently onto the person even though it belongs to a single click, and it is still being written today. 46,042 people all-time, 42,787 of them empty.",DELETE,2026-09-08,Current: a click ID stored permanently on the person -> Expected: removed from the person.,"PostHog, Inc42 | Live project (53557) > People. And the Inc42 Media website code that copies the web address into the person record.","Stop copying it onto the person. If the click ID is needed at all, keep it on the click itself, then remove it from the people list.",The field no longer appears in the people list in PostHog.
marketing_attribution,li_fat_id,(remove from the person),inc42,"Open any inc42.com address with utm_source, utm_medium and utm_campaign added | register in the same visit | inspect the person in PostHog",https://inc42.com/?utm_source=audit&utm_medium=test&utm_campaign=prop_audit,any,marketing_attribution,(remove from the person):string,Yes,"(remove from the person) = removed - it belongs to a click, not a person",web,posthog,manual,"PostHog 'li_fat_id' SINCE 1 JAN 2025: 41,428 people, 41,313 empty (100% of them empty) [all-time for contrast: 44,094 people, 42,787 empty] ; live values in 'li_fat_id': df15f7c2-7195-4ae9-b095-3c3800acfe42 ~ ""7aeda01c-20f7-41b5-ab95-2bf2f40febb4"" ~ ""638b7aea-806b-4599-a4de-6a1c58ac8b58"" ~ ""a82a7ca3-ab3b-462e-87be-52185298f491"" ~ ""72ee6eae-54c4-42be-a8f2-bab2062d68bd""","This field is saved permanently onto the person even though it belongs to a single click, and it is still being written today. 44,094 people all-time, 42,787 of them empty.",DELETE,2026-09-08,Current: a click ID stored permanently on the person -> Expected: removed from the person.,"PostHog, Inc42 | Live project (53557) > People. And the Inc42 Media website code that copies the web address into the person record.","Stop copying it onto the person. If the click ID is needed at all, keep it on the click itself, then remove it from the people list.",The field no longer appears in the people list in PostHog.
marketing_attribution,twclid,(remove from the person),inc42,"Open any inc42.com address with utm_source, utm_medium and utm_campaign added | register in the same visit | inspect the person in PostHog",https://inc42.com/?utm_source=audit&utm_medium=test&utm_campaign=prop_audit,any,marketing_attribution,(remove from the person):string,Yes,"(remove from the person) = removed - it belongs to a click, not a person",web,posthog,manual,"PostHog 'twclid' SINCE 1 JAN 2025: 41,316 people, 41,315 empty (100% of them empty) [all-time for contrast: 42,823 people, 42,789 empty] ; live values in 'twclid': 24zu8ntdo4fspjb2t9indq04cj ~ ""22gq6j4wlbv168i2ssc7cy6evf"" ~ ""26mfvnj0qfetlgausasqa7no3h"" ~ ""2-1nyre355p7nkowrb44vc8ihw"" ~ ""2-73thm5dtv3onquyr4017faeke"" ~ ""277p7jjzeiunxfru0yqowngk86""","This field is saved permanently onto the person even though it belongs to a single click, and it is still being written today. 42,823 people all-time, 42,789 of them empty.",DELETE,2026-09-08,Current: a click ID stored permanently on the person -> Expected: removed from the person.,"PostHog, Inc42 | Live project (53557) > People. And the Inc42 Media website code that copies the web address into the person record.","Stop copying it onto the person. If the click ID is needed at all, keep it on the click itself, then remove it from the people list.",The field no longer appears in the people list in PostHog.
marketing_attribution,wbraid,(remove from the person),inc42,"Open any inc42.com address with utm_source, utm_medium and utm_campaign added | register in the same visit | inspect the person in PostHog",https://inc42.com/?utm_source=audit&utm_medium=test&utm_campaign=prop_audit,any,marketing_attribution,(remove from the person):string,Yes,"(remove from the person) = removed - it belongs to a click, not a person",web,posthog,manual,"PostHog 'wbraid' SINCE 1 JAN 2025: 41,331 people, 41,315 empty (100% of them empty) [all-time for contrast: 42,807 people, 42,789 empty] ; live values in 'wbraid': CmQKCAiAm-67BhBTElQAQsVZhm3OIadYUqg0ebTzEuT4fAlvhn9DOp0ewgi4tQ2QMhMmItoPn42x0v3Y8HbUR7H3HUEyBw9UefNJ4ECIGMFIs4VksEnh9Zqk1Ln-MrfwVc8aAo-0 ~ ""CloKCQiA7NO7BhCXARJJAJ-mC2rv8LnxzhZL6yGZeIyL7ZDKd7iYlcgcd9pI","This field is saved permanently onto the person even though it belongs to a single click, and it is still being written today. 42,807 people all-time, 42,789 of them empty.",DELETE,2026-09-08,Current: a click ID stored permanently on the person -> Expected: removed from the person.,"PostHog, Inc42 | Live project (53557) > People. And the Inc42 Media website code that copies the web address into the person record.","Stop copying it onto the person. If the click ID is needed at all, keep it on the click itself, then remove it from the people list.",The field no longer appears in the people list in PostHog.
marketing_attribution,msclkid,(remove from the person),inc42,"Open any inc42.com address with utm_source, utm_medium and utm_campaign added | register in the same visit | inspect the person in PostHog",https://inc42.com/?utm_source=audit&utm_medium=test&utm_campaign=prop_audit,any,marketing_attribution,(remove from the person):string,Yes,"(remove from the person) = removed - it belongs to a click, not a person",web,posthog,manual,"PostHog 'msclkid' SINCE 1 JAN 2025: 41,315 people, 41,315 empty (100% of them empty) [all-time for contrast: 42,796 people, 42,789 empty] ; live values in 'msclkid': c829baadb43711ecb0e8fa0ffb66b5fd ~ ""4f2f0cacd12211ecad6bbaad20c9ab3b""","This field is saved permanently onto the person even though it belongs to a single click, and it is still being written today. 42,796 people all-time, 42,789 of them empty.",DELETE,2026-09-08,Current: a click ID stored permanently on the person -> Expected: removed from the person.,"PostHog, Inc42 | Live project (53557) > People. And the Inc42 Media website code that copies the web address into the person record.","Stop copying it onto the person. If the click ID is needed at all, keep it on the click itself, then remove it from the people list.",The field no longer appears in the people list in PostHog.
marketing_attribution,igshid,(remove from the person),inc42,"Open any inc42.com address with utm_source, utm_medium and utm_campaign added | register in the same visit | inspect the person in PostHog",https://inc42.com/?utm_source=audit&utm_medium=test&utm_campaign=prop_audit,any,marketing_attribution,(remove from the person):string,Yes,"(remove from the person) = removed - it belongs to a click, not a person",web,posthog,manual,"PostHog 'igshid' SINCE 1 JAN 2025: 41,315 people, 41,315 empty (100% of them empty) [all-time for contrast: 42,789 people, 42,789 empty]","This field is on about 42,789 people and every single one of them is empty.",DELETE,2026-09-08,Current: a click ID stored permanently on the person -> Expected: removed from the person.,"PostHog, Inc42 | Live project (53557) > People. And the Inc42 Media website code that copies the web address into the person record.","Remove it - nothing is lost, every value is empty.",The field no longer appears in the people list in PostHog.
marketing_attribution,mc_cid,(remove from the person),inc42,"Open any inc42.com address with utm_source, utm_medium and utm_campaign added | register in the same visit | inspect the person in PostHog",https://inc42.com/?utm_source=audit&utm_medium=test&utm_campaign=prop_audit,any,marketing_attribution,(remove from the person):string,Yes,"(remove from the person) = removed - it belongs to a click, not a person",web,posthog,manual,"PostHog 'mc_cid' SINCE 1 JAN 2025: 41,315 people, 41,314 empty (100% of them empty) [all-time for contrast: 42,789 people, 42,788 empty] ; live values in 'mc_cid': c7ef0beb7c","This field is saved permanently onto the person even though it belongs to a single click, and it is still being written today. 42,789 people all-time, 42,788 of them empty.",DELETE,2026-09-08,Current: a click ID stored permanently on the person -> Expected: removed from the person.,"PostHog, Inc42 | Live project (53557) > People. And the Inc42 Media website code that copies the web address into the person record.","Stop copying it onto the person. If the click ID is needed at all, keep it on the click itself, then remove it from the people list.",The field no longer appears in the people list in PostHog.
marketing_attribution,gad_source,(remove from the person),inc42,"Open any inc42.com address with utm_source, utm_medium and utm_campaign added | register in the same visit | inspect the person in PostHog",https://inc42.com/?utm_source=audit&utm_medium=test&utm_campaign=prop_audit,any,marketing_attribution,(remove from the person):string,Yes,"(remove from the person) = removed - it belongs to a click, not a person",web,posthog,manual,"PostHog 'gad_source' SINCE 1 JAN 2025: 41,315 people, 41,315 empty (100% of them empty) [all-time for contrast: 42,789 people, 42,789 empty]","This field is on about 42,789 people and every single one of them is empty.",DELETE,2026-09-08,Current: a click ID stored permanently on the person -> Expected: removed from the person.,"PostHog, Inc42 | Live project (53557) > People. And the Inc42 Media website code that copies the web address into the person record.","Remove it - nothing is lost, every value is empty.",The field no longer appears in the people list in PostHog.
